{0, 14, 17, 21, 22, 33, 37, 44, 49, 55, 59, 61, 64, 65, 76, 77}, 
{0, 16, 23, 26, 39, 40, 43, 45, 46, 50, 51, 54, 56, 67, 68, 76}, 
{0, 18, 20, 28, 29, 32, 34, 39, 41, 43, 45, 50, 59, 64, 75, 77}, 
{1, 2, 3, 4, 7, 8, 23, 24, 26, 46, 50, 52, 54, 58, 67, 76}, 
{1, 2, 3, 5, 7, 8, 11, 14, 22, 24, 26, 47, 48, 63, 73, 75}, 
{1, 2, 4, 5, 6, 14, 15, 16, 27, 29, 36, 40, 51, 53, 66, 67}, 
{1, 2, 4, 5, 11, 12, 15, 16, 17, 18, 22, 30, 48, 51, 53, 54}, 
{1, 2, 5, 6, 15, 19, 28, 36, 51, 55, 56, 57, 59, 63, 72, 77}, 
{1, 2, 5, 8, 14, 22, 25, 28, 30, 34, 35, 40, 48, 68, 75, 78}, 
{1, 2, 7, 11, 17, 18, 24, 28, 39, 41, 50, 51, 63, 66, 69, 75}, 
{1, 2, 8, 14, 20, 21, 37, 45, 46, 54, 61, 65, 67, 69, 70, 71}, 
{1, 2, 15, 21, 27, 33, 37, 41, 42, 47, 49, 51, 56, 64, 74, 76}, 
{1, 2, 17, 18, 22, 24, 28, 38, 41, 46, 49, 57, 64, 74, 78, 79}, 
{1, 2, 18, 22, 27, 32, 36, 49, 50, 52, 53, 54, 55, 58, 70, 72}, 
{1, 3, 6, 13, 17, 23, 24, 29, 35, 42, 45, 47, 48, 57, 61, 65}, 
{1, 3, 8, 13, 14, 16, 22, 25, 26, 30, 33, 42, 46, 47, 54, 62}, 
{1, 3, 10, 11, 13, 17, 32, 35, 38, 42, 47, 51, 56, 57, 61, 71}, 
{1, 4, 5, 6, 13, 23, 30, 36, 39, 41, 46, 47, 65, 67, 73, 75}, 
{1, 4, 5, 10, 12, 16, 20, 28, 36, 37, 40, 41, 47, 48, 49, 79}, 
{1, 4, 6, 10, 15, 24, 36, 40, 42, 52, 62, 63, 65, 67, 71, 76}, 
{1, 4, 7, 13, 22, 26, 34, 36, 37, 43, 62, 64, 65, 68, 69, 76}, 
{1, 4, 15, 18, 20, 38, 41, 46, 48, 50, 60, 62, 63, 73, 76, 78}, 
{1, 5, 7, 18, 19, 32, 34, 38, 40, 43, 53, 54, 64, 65, 68, 73}, 
{1, 5, 8, 16, 18, 19, 25, 28, 42, 43, 50, 55, 60, 76, 78, 79}, 
{1, 5, 14, 16, 18, 22, 34, 35, 37, 39, 43, 45, 59, 62, 66, 75}, 
{1, 5, 15, 16, 17, 19, 29, 37, 45, 54, 62, 64, 69, 71, 77, 79}, 
{1, 5, 18, 25, 26, 33, 42, 51, 52, 53, 60, 64, 65, 68, 72, 74}, 
{1, 6, 9, 11, 19, 25, 29, 35, 37, 47, 50, 51, 54, 56, 63, 65}, 
{1, 6, 9, 20, 23, 28, 32, 41, 50, 56, 58, 59, 66, 75, 77, 79}, 
{1, 7, 12, 13, 15, 16, 32, 36, 38, 56, 62, 63, 65, 68, 70, 77}, 
{1, 7, 15, 22, 26, 35, 36, 40, 51, 52, 59, 67, 69, 70, 76, 78}, 
{1, 10, 13, 14, 16, 22, 29, 31, 32, 36, 47, 49, 53, 59, 61, 77}, 
{1, 10, 14, 15, 16, 19, 25, 29, 33, 37, 39, 50, 58, 59, 64, 76}, 
{1, 11, 13, 19, 32, 33, 35, 36, 38, 51, 55, 57, 62, 64, 72, 78}, 
{2, 3, 6, 11, 23, 26, 33, 40, 43, 48, 57, 58, 59, 60, 61, 77}, 
{2, 3, 8, 9, 27, 28, 30, 40, 43, 44, 63, 65, 67, 71, 76, 77}, 
{2, 3, 8, 15, 18, 32, 43, 51, 56, 58, 63, 64, 65, 66, 70, 74}, 
{2, 3, 10, 13, 20, 24, 30, 31, 38, 45, 52, 61, 63, 65, 73, 74}, 
{2, 4, 5, 13, 15, 17, 18, 45, 47, 50, 57, 58, 69, 72, 73, 76}, 
{2, 4, 6, 7, 9, 15, 18, 22, 24, 35, 36, 59, 60, 67, 70, 78}, 
{2, 4, 7, 8, 10, 15, 20, 22, 27, 34, 39, 60, 65, 68, 78, 79}, 
{2, 4, 9, 10, 14, 17, 27, 28, 33, 35, 38, 39, 44, 45, 49, 59}, 
{2, 5, 6, 10, 12, 13, 14, 25, 29, 33, 36, 37, 38, 41, 59, 64}, 
{2, 5, 8, 15, 17, 19, 22, 26, 43, 46, 50, 66, 73, 75, 78, 79}, 
{2, 5, 10, 16, 25, 26, 35, 40, 41, 44, 45, 59, 66, 73, 74, 75}, 
{2, 5, 15, 16, 17, 18, 25, 26, 27, 38, 47, 48, 49, 56, 73, 75}, 
{2, 6, 7, 13, 24, 25, 26, 27, 28, 37, 42, 46, 48, 52, 64, 71}, 
{2, 6, 9, 12, 20, 24, 26, 27, 28, 33, 39, 45, 47, 50, 63, 72}, 
{2, 6, 10, 14, 30, 31, 33, 39, 43, 45, 54, 55, 59, 60, 65, 72}, 
{2, 6, 11, 12, 16, 17, 31, 39, 44, 48, 51, 52, 53, 58, 72, 79}, 
{2, 6, 13, 15, 18, 19, 28, 31, 41, 45, 49, 50, 51, 74, 75, 77}, 
{2, 7, 8, 10, 24, 28, 33, 45, 58, 66, 68, 69, 71, 74, 75, 79}, 
{2, 7, 14, 18, 19, 25, 27, 31, 35, 38, 42, 43, 47, 65, 67, 79}, 
{2, 8, 11, 13, 14, 19, 30, 34, 38, 50, 51, 64, 66, 72, 73, 79}, 
{2, 8, 11, 18, 24, 25, 34, 38, 47, 48, 50, 63, 66, 68, 71, 79}, 
{2, 9, 10, 11, 17, 20, 22, 23, 45, 58, 61, 65, 68, 70, 72, 79}, 
{2, 9, 12, 22, 27, 34, 39, 43, 45, 51, 53, 62, 71, 72, 74, 78}, 
{2, 10, 13, 14, 18, 19, 24, 25, 30, 33, 42, 65, 66, 71, 73, 79}, 
{2, 10, 13, 16, 21, 25, 29, 33, 34, 37, 40, 48, 50, 53, 66, 76}, 
{2, 12, 20, 22, 23, 24, 29, 35, 51, 52, 58, 61, 65, 71, 73, 79}, 
{2, 13, 16, 19, 24, 29, 30, 31, 34, 37, 43, 48, 49, 57, 63, 65}, 
{2, 15, 16, 20, 21, 24, 27, 30, 31, 32, 46, 52, 57, 64, 65, 79}, 
{3, 4, 5, 6, 8, 13, 23, 35, 37, 40, 45, 46, 68, 69, 71, 76}, 
{3, 4, 6, 9, 12, 19, 23, 24, 29, 33, 34, 40, 62, 71, 74, 75}, 
{3, 4, 7, 10, 14, 15, 20, 24, 28, 32, 33, 40, 48, 65, 73, 78}, 
{3, 4, 10, 19, 22, 29, 31, 39, 40, 52, 56, 59, 67, 68, 75, 79}, 
{3, 5, 7, 20, 22, 24, 32, 36, 41, 43, 54, 63, 69, 70, 77, 78}, 
{3, 5, 8, 11, 12, 25, 28, 35, 50, 52, 56, 61, 62, 71, 73, 79}, 
{3, 5, 14, 15, 18, 21, 22, 25, 47, 48, 55, 56, 65, 72, 73, 76}, 
{3, 6, 9, 11, 15, 16, 22, 24, 34, 41, 42, 43, 46, 54, 62, 79}, 
{3, 6, 9, 11, 19, 23, 24, 30, 40, 44, 48, 51, 52, 60, 71, 72}, 
{3, 6, 9, 13, 21, 24, 25, 30, 37, 52, 55, 60, 61, 63, 65, 74}, 
{3, 6, 12, 14, 24, 28, 32, 39, 44, 46, 66, 67, 73, 74, 75, 77}, 
{3, 6, 15, 16, 19, 26, 32, 33, 34, 38, 39, 43, 53, 56, 64, 74}, 
{3, 6, 19, 25, 30, 38, 40, 42, 43, 44, 46, 47, 49, 72, 75, 76}, 
{3, 7, 9, 18, 24, 26, 31, 34, 36, 42, 44, 48, 49, 50, 62, 67}, 
{3, 7, 10, 18, 20, 32, 36, 37, 42, 44, 45, 51, 55, 61, 71, 76}, 
{3, 7, 11, 17, 22, 25, 37, 43, 49, 53, 65, 66, 73, 74, 75, 77}, 
{3, 8, 12, 25, 26, 30, 35, 37, 45, 50, 57, 60, 64, 67, 70, 74}, 
{3, 10, 18, 20, 29, 34, 38, 41, 49, 50, 58, 66, 67, 70, 73, 74}, 
{3, 14, 16, 22, 31, 40, 42, 46, 47, 56, 59, 64, 66, 74, 75, 76}, 
{4, 5, 13, 14, 16, 17, 24, 30, 31, 33, 35, 41, 51, 57, 60, 78}, 
{4, 5, 14, 15, 16, 20, 21, 41, 45, 47, 48, 55, 62, 64, 67, 68}, 
{4, 5, 20, 25, 29, 43, 45, 51, 53, 56, 57, 60, 61, 64, 71, 79}, 
{4, 6, 7, 16, 20, 21, 29, 33, 35, 36, 39, 44, 52, 54, 60, 79}, 
{4, 6, 11, 20, 21, 23, 38, 39, 49, 53, 56, 57, 66, 67, 72, 79}, 
{4, 6, 13, 18, 20, 25, 42, 48, 51, 53, 55, 59, 60, 63, 65, 75}, 
{4, 7, 18, 26, 29, 31, 36, 37, 42, 45, 48, 49, 65, 67, 75, 79}, 
{4, 8, 10, 12, 13, 22, 23, 24, 26, 45, 53, 57, 63, 64, 65, 70}, 
{4, 8, 10, 15, 18, 19, 20, 27, 31, 43, 44, 45, 53, 54, 55, 62}, 
{4, 8, 13, 23, 25, 28, 29, 33, 40, 50, 58, 65, 67, 72, 76, 79}, 
{4, 8, 14, 18, 20, 27, 49, 50, 53, 55, 57, 60, 63, 65, 68, 77}, 
{4, 10, 12, 16, 17, 18, 20, 21, 28, 31, 41, 61, 65, 66, 76, 77}, 
{4, 10, 13, 15, 21, 28, 31, 32, 33, 47, 50, 55, 66, 69, 75, 79}, 
{4, 10, 13, 19, 20, 33, 36, 39, 43, 44, 45, 58, 68, 69, 71, 73}, 
{4, 12, 18, 26, 27, 30, 31, 32, 42, 44, 50, 61, 66, 68, 73, 78}, 
{4, 13, 18, 19, 23, 29, 32, 39, 43, 49, 51, 54, 62, 70, 75, 79}, 
{4, 17, 18, 23, 25, 28, 36, 41, 48, 50, 53, 60, 71, 72, 73, 77}, 
{4, 17, 23, 25, 27, 28, 29, 41, 44, 51, 59, 62, 65, 70, 75, 76}, 
{5, 6, 7, 10, 11, 18, 26, 27, 29, 32, 34, 36, 48, 67, 71, 75}, 
{5, 6, 9, 12, 17, 34, 41, 42, 44, 46, 51, 52, 63, 64, 74, 79}, 
{5, 6, 9, 14, 15, 16, 22, 26, 38, 40, 50, 51, 64, 65, 68, 77}, 
{5, 6, 11, 17, 20, 21, 22, 23, 25, 31, 41, 50, 63, 69, 70, 78}, 
{5, 6, 11, 25, 35, 36, 40, 42, 48, 55, 57, 58, 66, 67, 71, 78}, 
{5, 6, 15, 18, 20, 28, 29, 30, 39, 50, 58, 61, 62, 68, 71, 73}, 
{5, 6, 22, 26, 30, 35, 37, 41, 45, 52, 53, 63, 68, 72, 76, 79}, 
{5, 7, 9, 13, 16, 17, 32, 39, 46, 55, 56, 61, 67, 70, 74, 77}, 
{5, 8, 10, 16, 23, 26, 34, 39, 40, 57, 58, 61, 64, 70, 74, 75}, 
{5, 8, 11, 17, 23, 27, 32, 43, 51, 55, 60, 61, 70, 71, 77, 79}, 
{5, 9, 14, 17, 20, 23, 26, 33, 50, 53, 55, 63, 64, 70, 74, 79}, 
{5, 9, 16, 17, 23, 24, 27, 31, 37, 46, 47, 48, 54, 64, 66, 76}, 
{5, 9, 23, 30, 34, 35, 37, 41, 43, 49, 54, 63, 64, 65, 73, 74}, 
{5, 10, 12, 14, 19, 21, 36, 39, 45, 46, 47, 49, 50, 55, 56, 78}, 
{5, 13, 14, 24, 29, 37, 46, 49, 50, 55, 57, 63, 65, 70, 78, 79}, 
{5, 13, 15, 19, 23, 27, 39, 41, 42, 51, 59, 63, 65, 71, 73, 74}, 
{5, 16, 25, 27, 28, 31, 32, 33, 37, 49, 54, 58, 60, 67, 69, 76}, 
{6, 7, 8, 13, 18, 26, 27, 34, 37, 40, 41, 52, 57, 68, 72, 73}, 
{6, 7, 10, 12, 17, 20, 24, 36, 41, 42, 44, 48, 63, 71, 74, 75}, 
{6, 8, 12, 18, 21, 23, 34, 39, 42, 52, 64, 66, 69, 74, 78, 79}, 
{6, 8, 13, 15, 22, 23, 28, 38, 40, 42, 51, 54, 66, 68, 71, 75}, 
{6, 8, 13, 23, 26, 31, 33, 37, 46, 48, 57, 64, 66, 67, 78, 79}, 
{6, 8, 22, 27, 29, 31, 39, 47, 52, 57, 59, 60, 63, 66, 67, 75}, 
{6, 9, 10, 14, 15, 17, 33, 35, 36, 47, 49, 51, 55, 67, 71, 78}, 
{6, 9, 11, 17, 18, 19, 24, 27, 32, 43, 44, 48, 58, 61, 64, 75}, 
{6, 9, 17, 26, 27, 31, 33, 36, 37, 40, 41, 46, 55, 60, 64, 71}, 
{6, 10, 14, 17, 20, 22, 23, 27, 41, 46, 50, 54, 64, 71, 73, 79}, 
{6, 11, 12, 18, 21, 22, 27, 40, 43, 45, 50, 51, 52, 64, 65, 74}, 
{6, 13, 28, 29, 30, 39, 41, 49, 54, 57, 58, 59, 60, 63, 64, 72}, 
{6, 14, 15, 16, 18, 19, 21, 23, 27, 28, 34, 37, 43, 50, 51, 59}, 
{6, 15, 16, 18, 19, 20, 29, 30, 39, 43, 51, 52, 54, 68, 76, 78}, 
{6, 16, 18, 19, 28, 34, 40, 51, 57, 61, 67, 68, 70, 73, 77, 78}, 
{6, 17, 20, 23, 26, 32, 36, 37, 40, 41, 42, 47, 54, 55, 68, 69}, 
{7, 8, 9, 10, 11, 18, 20, 23, 24, 27, 29, 37, 38, 41, 46, 71}, 
{7, 8, 16, 18, 21, 24, 29, 30, 32, 44, 49, 55, 64, 67, 75, 77}, 
{7, 8, 22, 23, 28, 36, 38, 39, 40, 44, 53, 62, 68, 70, 71, 75}, 
{7, 9, 11, 20, 24, 28, 46, 47, 49, 50, 57, 59, 64, 65, 70, 78}, 
{7, 12, 13, 17, 20, 22, 32, 41, 43, 44, 50, 58, 59, 65, 72, 74}, 
{7, 12, 13, 19, 21, 25, 39, 40, 41, 43, 56, 58, 62, 67, 76, 77}, 
{7, 13, 14, 19, 22, 30, 35, 50, 53, 64, 68, 69, 70, 71, 73, 76}, 
{7, 13, 16, 25, 28, 35, 37, 42, 47, 54, 56, 59, 64, 67, 78, 79}, 
{7, 14, 17, 21, 29, 39, 40, 41, 49, 50, 52, 58, 68, 70, 71, 73}, 
{7, 14, 17, 26, 36, 37, 45, 50, 53, 55, 57, 58, 63, 66, 69, 76}, 
{7, 15, 17, 18, 24, 29, 31, 32, 35, 40, 43, 48, 52, 65, 69, 79}, 
{8, 9, 13, 23, 26, 31, 33, 35, 37, 38, 41, 55, 56, 62, 76, 79}, 
{8, 10, 11, 14, 18, 19, 20, 26, 38, 40, 41, 47, 48, 64, 68, 72}, 
{8, 10, 13, 21, 27, 28, 42, 45, 50, 51, 53, 54, 58, 65, 78, 79}, 
{8, 11, 16, 25, 26, 27, 28, 35, 37, 42, 51, 55, 67, 69, 74, 79}, 
{8, 12, 14, 19, 22, 25, 26, 30, 37, 39, 40, 42, 61, 63, 65, 76}, 
{8, 12, 17, 25, 28, 31, 37, 39, 46, 53, 55, 59, 64, 71, 73, 76}, 
{8, 13, 24, 25, 29, 30, 31, 36, 37, 42, 49, 56, 58, 65, 69, 74}, 
{8, 16, 25, 31, 38, 41, 42, 51, 53, 56, 67, 68, 72, 75, 77, 78}, 
{9, 11, 12, 15, 16, 18, 22, 35, 43, 52, 53, 59, 64, 74, 77, 79}, 
{9, 11, 18, 19, 32, 35, 37, 40, 41, 42, 45, 49, 51, 52, 70, 72}, 
{9, 12, 13, 15, 18, 19, 23, 32, 35, 51, 56, 62, 66, 69, 70, 76}, 
{9, 13, 18, 22, 23, 31, 32, 38, 43, 45, 50, 54, 57, 64, 68, 77}, 
{9, 13, 29, 38, 40, 44, 49, 54, 56, 61, 62, 63, 65, 67, 75, 78}, 
{9, 16, 19, 29, 30, 35, 38, 40, 42, 43, 44, 45, 46, 72, 73, 77}, 
{9, 25, 28, 29, 31, 39, 42, 47, 51, 58, 63, 68, 71, 74, 78, 79}, 
{10, 12, 18, 20, 32, 36, 39, 44, 46, 47, 53, 55, 62, 69, 75, 78}, 
{10, 15, 20, 21, 23, 24, 28, 29, 34, 38, 42, 56, 63, 69, 70, 79}, 
{11, 17, 25, 26, 27, 28, 31, 36, 46, 49, 53, 54, 56, 57, 58, 77}, 
{12, 14, 15, 21, 26, 30, 34, 37, 44, 49, 50, 60, 61, 69, 70, 78}, 
{12, 21, 27, 32, 33, 34, 37, 41, 43, 46, 50, 54, 56, 64, 65, 71}, 
{13, 15, 19, 25, 27, 33, 35, 41, 50, 51, 65, 68, 69, 72, 74, 76}, 
{13, 17, 22, 25, 33, 35, 38, 40, 41, 42, 46, 47, 55, 59, 75, 76}, 
{13, 19, 25, 27, 35, 42, 44, 54, 58, 59, 61, 66, 67, 69, 76, 79}, 
{14, 16, 24, 25, 31, 32, 35, 42, 46, 48, 54, 56, 65, 72, 74, 77}, 
{15, 16, 17, 19, 25, 32, 34, 37, 39, 40, 42, 50, 60, 63, 68, 71}, 
{17, 18, 27, 29, 31, 32, 33, 36, 37, 39, 41, 54, 58, 61, 67, 72}, 
{19, 20, 21, 30, 36, 38, 44, 48, 49, 53, 57, 66, 71, 73, 77, 78}, 
